Length,Ratings,Review,label
lennineteen,ratingfour,"Love the faster ability to view pics, but comments not loading & keeps saying network error or lost internet connection
",info
lenten,ratingthree,"how do you delete a comment now on a photo???
",info
lenfourteen,ratingone,"Most times I try to use it, it tells me it has no connection.
",info
leneight,ratingthree,"Often hangs and will have to forcr quit...
",info
lennine,ratingtwo,"But the scrolling is too crappy,  please fix up.
",info
lentwentythree,ratingfour,"1 thing that annoy me is the birthday event dont show the present day. So, it is hard for me to track ppl bd.
",info
lenseven,ratingthree,"Photos will not load while on timeline
",info
lentwentyone,ratingfour,"It is a better app,there us some problems  in it like here no opption to download pics uploaded by others
",info
lensixteen,ratingfour,"This new Update works great but for two thing you can't delete or edited comments
",info
leneleven,ratingtwo,"My newsfeed doesn't always refresh, and it keeps force closing!
",info
lensixteen,ratingthree,"It works ok if you can get It to reload after it says tap to retry.
",info
lentwentythree,ratingfour,"The new version is muh better but when I like status', photos etc. The things are unliked when I go back onto Facebook
",info
lenfive,ratingfour,"How can i remove comments???
",info
lensix,ratingone,"Very slow and lots of glitching
",info
leneleven,ratingfour,"But this app run so slowly even mw Andro has 1 Ghz.
",info
lenthree,ratingone,"slow as turtle
",info
lensix,ratingthree,"It is SO slow and annoying.
",info
leneleven,ratingtwo,"Can't comment, like, or click to see who liked something.
",info
lenten,ratingthree,"Improved alot from HTML5 days but still feels sluggish at times.
",info
lenthirty,ratingthree,"Share function doesn't work, and I get ""cannot find a secure connection"" error all the time on Wi-Fi, even though everything else works fine, including mobile web version.
",info
lenfour,ratingfour,"Facebook keeps foreclosing alot!
",info
lenten,ratingfour,"Takes millions of minutes to overlook pictures and freezes alot.
",info
lensixteen,ratingone,"It has also given me problems with sharing photos and commenting on other people's posts.
",info
lentwentytwo,ratingthree,"Everytime I post a new status, share a photo, or even post on a friends wall the post is not going through.
",info
lenfour,ratingone,"Cant login gived erroe......
",info
lensix,ratingtwo,"Some time it hang the phone.
",info
lenthree,ratingone,"Always lost connection.
",info
lenfive,ratingone,"Messenger is just too slow...
",info
lenfifteen,ratingthree,"Getting there but takes to long to load pics n load up profiles at times.
",info
lentwelve,ratingone,"Seriously tired of seeing ""loading"" or ""can not find a secure connection""
",info
lenten,ratingfour,"Only prob is it's not showing the birthdays ""Today"".
",info
leneight,ratingone,"Cannot upload images from my HTC inc s..
",info
lenthirteen,ratingone,"I can update shoes on fone but my fried can't see it.
",info
lenfourteen,ratingone,"I cant look at my notifications even when it says i have new ones.
",info
lennine,ratingfour,"The app is great just freezes in a while :/
",info
lenseven,ratingone,"U CANT EVEN UPDATE UR NEWS FEED!
",info
lenfive,ratingone,"Sometimes will freeze upon loading
",info
lennineteen,ratingfour,"Now since upgrades it won't open, when it will open it won't let me comment or share
",info
lenfifteen,ratingone,"I can't post on friends walls, can't like posts, photos, can't share!!!
",info
lentwentyfive,ratingtwo,"Since recent update Facebook via this app is a hit or miss on being able to load the news feed yet alone updates on comments.
",info
lennine,ratingthree,"Why does my newsfeed not stay at most recent?
",info
lenfifteen,ratingone,"Ever since the last update I get network error problems can't load profiles ect..
",info
lentwelve,ratingtwo,"Everytime I click on a picture it won't let me leave!!!!!!
",info
lenseventeen,ratingone,"As it stands it's crap,constant network errors,pages don't load,the list goes on.
",info
lenfive,ratingtwo,"Also pictures aren't loading!!!
",info
lenfifteen,ratingtwo,"still cannot add photos to albums of the groups on facebook, pls add this function
",info
lensix,ratingone,"How i change my timeline photo???
",info
lensixteen,ratingfour,"Force closes ALOT still and I wish it would give me notifications when someone messages me.
",info
lentwelve,ratingone,"Plagued with network errors and no ability to expand on viewed comments!!!
",info
lenten,ratingthree,"Has trouble updating profile since the last update on Galaxy S3
",info
lenfive,ratingone,"Cant even open the app
",info
lenfourteen,ratingone,"Won't load pictures or my news feed more than half of the time.
",info
lentwentynine,ratingone,"I can Like other people's posts, and comment on them, but can't do anything else unless I switch over to another device or go to my PC.
",info
lenfourteen,ratingthree,"Just crap do not get any notification but slightly better than the last update.
",info
lentwentytwo,ratingthree,"Its force closing a lot of my apps and i cannot log out and it always freezes can you PLEASE fix it -_-
",info
lennine,ratingone,"Takes so much internal memory and data usage too.
",info
lennineteen,ratingone,"New pop up windows do not imptess me when you break the rest of the app to do it.
",info
lentwentythree,ratingone,"My only wish for this app is to one day (ASAP) have it so we can all move it to the SD card.
",info
leneight,ratingone,"Takes far too much space on my phone.
",info
lennineteen,ratingone,"And having an HTC desire phone its already got poor phone memory without having this bugging up my space.
",info
leneleven,ratingone,"Too slow to load, pics won't show, drops connection - unusable.
",info
lennine,ratingthree,"I am unable to update the profile picture directly...
",info
lenseventeen,ratingtwo,"The update on my phone will only let me on fb for a few minutes then  foreclose.
",info
lenfive,ratingtwo,"Its slow and hardly works
",info
leneight,ratingtwo,"Now I get posts from Facebook recommending games.
",info
lenfour,ratingone,"App crashes every 5 minutes
",info
lentwelve,ratingone,"New update now causes pictures to not load and sporadic newsfeed posts.
",info
lenseven,ratingone,"Can't change photos now after update...
",info
leneight,ratingfour,"There should be a share button by now.
",info
lenfour,ratingone,"hardly ever loads everything...
",info
lensix,ratingone,"Network error and kicks me off
",info
leneleven,ratingone,"Can not check in or update status which is highly annoying!!!!!
",info
lentwentytwo,ratingone,"I have been unable to update my status from my phone and unable to post on friends walls ever since the update!
",info
lennine,ratingfour,"It is app but  it work's slow sometime
",info
lentwentyseven,ratingtwo,"But shows your messages and inboxes after like half hour of someone sending them you...Its so frustating have to click on them myself just to check...
",info
lenseven,ratingtwo,"And its slow in the news feed...
",info
lenseventeen,ratingone,"Sometimes i open my messages because it says i have one and its an all blank page.
",info
leneight,ratingfour,"but my memory keep increase when i online.
",info
leneleven,ratingtwo,"It will try to load but return with a network error.
",info
lenthirteen,ratingthree,"What's a fuckin ""katana process"" that crashes facebook almost every hour now ?!!!
",info
lenseven,ratingone,"It sumtimes says error coonection it sucks
",info
lenfourteen,ratingone,"None of my pictures load and it just says network error all the time
",info
leneighteen,ratingone,"I have to force close multiple times just to do simple things like read comments or load pictures.
",info
lenthree,ratingone,"doesn't load
",info
lenfourteen,ratingtwo,"Really is annoying, coz i cant post whats on my mind at the time!!
",info
lentwentysix,ratingone,"No network connection and error loading story is driving me nuts that I nearly killed ant with my head while banging my head on the table.
",info
lenfour,ratingfour,"Can't quit facebook!
",info
leneleven,ratingone,"Why dose this app never tell me when someone messages me?
",info
lennine,ratingthree,"It doesnt connect sometimes and is slow fix it
",info
lenseven,ratingtwo,"The option to swipe and delete comments.
",info
lentwelve,ratingone,"Back to freezing up, force close, error posting comments, numerous other problems.
",info
lentwelve,ratingone,"You have to go in and out constantly to try to post.
",info
lenfour,ratingone,"TOO MANY ERROR LOADING!!!
",info
lensix,ratingone,"Status's dissapearing & doesnt refresh properly.
",info
leneleven,ratingfour,"Always resets to top stories even if most recent is selected
",info
lenfifteen,ratingtwo,"Wats wrong i am not able to post any comment it just gives me erorr
",info
lenfour,ratingone,"Wont share pictures either.
",info
lenthirteen,ratingone,"And also, since last update it appears this is chewing thru my data.
",info
lenthirteen,ratingtwo,"My pictures won't load on my newsfeed and its making me irritated
",info
